IMDB_ID,AMPERE_TITLE,COUNTRY,PLATFORM,PLATFORM_TYPE,ORIGINAL_FLAG,ORIGINAL_PLATFORM,PARENT_DISTRIBUTOR,MONTH_YEAR
tt26919016,Yuzuru Hanyu Ice Story 2023 “gift” at Tokyo Dome,Argentina,Disney+,svod,Disney+ Original,Disney+,Disney,2026-06-01
tt27047448,Til Death Do Us Part,Mexico,Pluto TV,avod,Not An Original,,Independent / Other,2026-06-01
tt34992378,A Merry Little Ex-mas,Colombia,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt26658272,Amar Singh Chamkila,Peru,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt21873280,Bad Actor,Argentina,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt28498159,The Other,Mexico,Plex,avod,Not An Original,,Independent / Other,2026-06-01
tt18069420,Smurfs,Argentina,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt34381460,96 Minutes,Peru,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt38872297,Cosmic Princess Kaguya!,Colombia,Netflix,svod,Netflix Exclusive,Netflix,Netflix,2026-06-01
tt21110654,Aztec Batman: Clash of Empires,Ecuador,HBO Max,svod,HBO Max Exclusive,HBO Max,Independent / Other,2026-06-01
tt19811010,The Remarkable Life of Ibelin,Colombia,Netflix,svod,Netflix Exclusive,Netflix,Netflix,2026-06-01
tt32155665,53 Sundays,Ecuador,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt18926098,Vidaamuyarchi,Argentina,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt19853698,Música,Argentina,Amazon Prime Video,svod,Amazon Original,Amazon,Independent / Other,2026-06-01
tt6495056,Migration,Argentina,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt23037488,One Ranger,Mexico,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt35445387,Conan O'Brien: The Kennedy Center Mark Twain Prize for American Humor,Mexico,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt12584954,Twisters,Brazil,HBO Max,svod,Not An Original,,NBCUniversal,2026-06-01
tt21262240,Mission Raniganj: The Great Bharat Rescue,Brazil,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt29368988,Camp Crasher,Mexico,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt23476986,G20,Colombia,Amazon Prime Video,svod,Amazon Original,Amazon,Independent / Other,2026-06-01
tt30742355,Sunny Sanskari Ki Tulsi Kumari,Mexico,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt21194868,Dhoom Dhaam,Mexico,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt29247040,Baramulla,Argentina,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt27722375,Between the Temples,Ecuador,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt30988739,Black Bag,Colombia,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt31254554,Wonderland,Argentina,Netflix,svod,Netflix Exclusive,Netflix,Netflix,2026-06-01
tt10720352,Arthur the King,Peru,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt29720239,Bye Bye Barry,Argentina,Amazon Prime Video,svod,Amazon Original,Amazon,Independent / Other,2026-06-01
tt28090490,Lumberjack the Monster,Ecuador,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt22041854,Priscilla,Argentina,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt9150192,A Working Man,Peru,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt22042346,2073,Argentina,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt17489650,Ash,Peru,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt12584954,Twisters,Ecuador,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt28349451,The Shadow Strays,Mexico,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt10275534,To Catch a Killer,Colombia,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt14123284,Havoc,Brazil,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt15574270,I Saw the Tv Glow,Colombia,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt26533869,The Jester,Mexico,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt26736843,The Watchers,Colombia,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt24083908,The Black Book,Ecuador,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt24060892,They Call Him Og,Peru,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt36351149,Oklahoma City Bombing: American Terror,Argentina,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt32299316,Dangerous Animals,Argentina,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt24509990,The Hatchet Wielding Hitchhiker,Chile,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt18412256,Alien: Romulus,Mexico,HBO Max,svod,Not An Original,,Disney,2026-06-01
tt14364480,Knives Out 3,Mexico,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt31189901,The Truth Vs. Alex Jones,Colombia,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt9224104,Meg 2: the Trench,Chile,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt33319697,Detective Ujjwalan,Peru,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt7645334,Landscape With Invisible Hand,Argentina,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt33452974,Bullet Train Explosion,Mexico,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt14537248,Nefarious,Argentina,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt14539740,Godzilla X Kong: the New Empire,Peru,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt28182736,Puppy Love,Ecuador,Amazon Prime Video,svod,Freevee Original,Freevee,Independent / Other,2026-06-01
tt26658272,Amar Singh Chamkila,Argentina,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt23219684,Mighty Morphin Power Rangers: Once & Always,Chile,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt14364480,Knives Out 3,Argentina,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt32921458,Lolo and the Kid,Peru,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt15239678,Dune: Part Two,Argentina,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt27116016,Die Hart,Peru,Amazon Prime Video,svod,Amazon Exclusive,Amazon,Independent / Other,2026-06-01
tt29114029,The Tearsmith,Colombia,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt9466114,The Idea of You,Argentina,Amazon Prime Video,svod,Amazon Original,Amazon,Independent / Other,2026-06-01
tt22695402,Hunger,Peru,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt14577874,It's What's Inside,Brazil,Netflix,svod,Netflix Exclusive,Netflix,Netflix,2026-06-01
tt31176520,Eddington,Peru,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt19811010,The Remarkable Life of Ibelin,Brazil,Netflix,svod,Netflix Exclusive,Netflix,Netflix,2026-06-01
tt5112584,Lee,Ecuador,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt21819994,Christopher,Mexico,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt26160190,Unlocked,Peru,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt13186604,Uglies,Colombia,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt32020404,The Commandant's Shadow,Chile,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt32155665,53 Sundays,Brazil,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt8400584,The Perfect Find,Mexico,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt13405810,Quiz Lady,Chile,Disney+,svod,Hulu Original,Hulu,Independent / Other,2026-06-01
tt7738330,The Long Game,Colombia,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt15282148,A Beautiful Life,Peru,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt14160834,Rustin,Chile,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt26786629,Time Bomb Y2k,Peru,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt30446847,Jay Kelly,Mexico,Netflix,svod,Netflix Exclusive,Netflix,Netflix,2026-06-01
tt15181360,Rez Ball,Ecuador,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt3566834,Minecraft,Colombia,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt5779228,The Garfield Movie,Ecuador,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt29768333,Last Bullet,Mexico,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt14850054,Greenland 2: Migration,Argentina,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt33029024,Idly Kadai,Colombia,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt20218618,June and John,Chile,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt28309594,Nonnas,Chile,Netflix,svod,Netflix Exclusive,Netflix,Netflix,2026-06-01
tt10559102,Supercell,Mexico,Amazon Prime Video,svod,Not An Original,,Lionsgate,2026-06-01
tt27621210,Ice Road: Vengeance,Colombia,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt23790418,Christmas as Usual,Brazil,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt28622758,Jack,Peru,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt21201300,Bagman,Argentina,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt39792948,Louis Theroux: Inside the Manosphere,Colombia,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt15433600,Khufiya,Ecuador,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt26595906,The World Will Tremble,Ecuador,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt37970307,Ek Chatur Naar,Brazil,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt10151854,Shazam! Fury of the Gods,Ecuador,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt30515931,Mission: Cross,Colombia,Netflix,svod,Netflix Exclusive,Netflix,Netflix,2026-06-01
tt28554013,Naga,Colombia,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt8051894,The Hill,Colombia,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt5181260,The Unbreakable Boy,Chile,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt33029955,One to One: John & Yoko,Chile,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt15163652,Thunivu,Peru,Netflix,svod,Netflix Exclusive,Netflix,Independent / Other,2026-06-01
tt13818368,Fighter,Mexico,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt10245072,Salem's Lot,Mexico,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt21187592,The Threesome,Mexico,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt34896285,The Love Scam,Peru,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt37443891,Raat Akeli Hai - the Bansal Murders,Brazil,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt18412256,Alien: Romulus,Brazil,HBO Max,svod,Not An Original,,Disney,2026-06-01
tt23052532,Mark Antony,Peru,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt3758542,Ferrari,Chile,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt12299608,Mickey 17,Mexico,HBO Max,svod,Not An Original,,Warner Bros. Discovery,2026-06-01
tt42192165,The Murder of Rachel Nickell,Argentina,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt26258488,Bihter: A Forbidden Passion,Mexico,Amazon Prime Video,svod,Amazon Original,Amazon,Independent / Other,2026-06-01
tt9466114,The Idea of You,Chile,Amazon Prime Video,svod,Amazon Original,Amazon,Independent / Other,2026-06-01
tt13130024,Simulant,Ecuador,HBO Max,svod,HBO Max Exclusive,HBO Max,Independent / Other,2026-06-01
tt20258920,Tin Soldier,Ecuador,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt4627382,Roofman,Chile,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt12736014,CTRL,Peru,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt28552695,A Life Too Short: the Isabella Nardoni Case,Mexico,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt36856278,Trainwreck: the Astroworld Tragedy,Peru,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt39345599,The Plastic Detox,Ecuador,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt26229612,The Diplomat,Peru,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt39631179,Accused,Argentina,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt32574149,Mononoke the Movie: The Phantom in the Rain,Colombia,Netflix,svod,Netflix Exclusive,Netflix,Netflix,2026-06-01
tt28552695,A Life Too Short: the Isabella Nardoni Case,Argentina,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt27837467,Unknown: Cave of Bones,Ecuador,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt15334430,Dog Gone,Brazil,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt12037194,Furiosa: a Mad Max Saga,Chile,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt10375624,Voicemails for Isabelle,Ecuador,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt7599146,Sound of Freedom,Peru,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt27410896,Suga: Road to D-day,Argentina,Disney+,svod,Disney+ Exclusive,Disney+,Independent / Other,2026-06-01
tt28349451,The Shadow Strays,Argentina,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt13650494,Chang Can Dunk,Chile,Disney+,svod,Disney+ Original,Disney+,Disney,2026-06-01
tt10545296,The Hunger Games: the Ballad of Songbirds & Snakes,Mexico,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt26733317,Jigra,Peru,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt5779228,The Garfield Movie,Brazil,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt14636170,Metalocalypse: Army of the Doomstar,Colombia,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt15392282,Merry Christmas,Mexico,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt31945132,Retro,Brazil,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt26546123,Beautiful Wedding,Peru,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt28620587,I Am: Celine Dion,Brazil,Amazon Other,svod,Not An Original,,Independent / Other,2026-06-01
tt28152455,Rewind,Colombia,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt26903104,Saripodhaa Sanivaaram,Peru,Netflix,svod,Netflix Exclusive,Netflix,Independent / Other,2026-06-01
tt15255288,Murder Mystery 2,Colombia,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt23474462,Japan,Chile,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt30970235,Article 370,Chile,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt36926733,Thalaivar Thambi Thalaimaiyil,Ecuador,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt5608166,Dashing Through the Snow,Mexico,Plex,avod,Disney+ Original,Disney+,Disney,2026-06-01
tt33058713,Jailbreak: Love on the Run,Chile,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt34378301,Tom Clancy's Jack Ryan: Ghost War,Peru,Amazon Prime Video,svod,Amazon Original,Amazon,Independent / Other,2026-06-01
tt27458968,Blondi,Ecuador,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt1200263,The Color Purple,Ecuador,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt24132732,The Deepest Breath,Argentina,Netflix,svod,Netflix Exclusive,Netflix,Netflix,2026-06-01
tt32897959,Wuthering Heights,Argentina,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt33540966,Hijack '93,Ecuador,Netflix,svod,Netflix Original,Netflix,Independent / Other,2026-06-01
tt20234774,Wicked Little Letters,Chile,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt23572848,The Spongebob Movie: Search for Squarepants,Colombia,Paramount+,svod,Not An Original,,Independent / Other,2026-06-01
tt24517458,Rdx: Robert Dony Xavier,Peru,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt22022452,Inside Out 2,Chile,Disney+,svod,Not An Original,,Independent / Other,2026-06-01
tt24218194,The Wizard of the Emerald City,Ecuador,Amazon Other,svod,Not An Original,,Independent / Other,2026-06-01
tt4589218,Five Nights at Freddy's,Peru,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt8785038,Fixed,Argentina,Netflix,svod,Netflix Exclusive,Netflix,Netflix,2026-06-01
tt21216870,One More Time,Brazil,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt26067432,Will,Chile,Netflix,svod,Netflix Exclusive,Netflix,Netflix,2026-06-01
tt12908150,The Life of Chuck,Argentina,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt31281659,Merv,Colombia,Amazon Prime Video,svod,Amazon Original,Amazon,Independent / Other,2026-06-01
tt39049192,Even if This Love Disappears from the World Tonight,Mexico,Netflix,svod,Netflix Exclusive,Netflix,Netflix,2026-06-01
tt8373206,About My Father,Mexico,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt29344903,The Ugly Stepsister,Mexico,MUBI,svod,Not An Original,,Independent / Other,2026-06-01
tt1312221,Frankenstein,Argentina,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt13086266,Concrete Utopia,Peru,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt31723041,Jimmy Carr: Natural Born Killer,Peru,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt29927663,The Great Flood,Chile,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt30515931,Mission: Cross,Argentina,Netflix,svod,Netflix Exclusive,Netflix,Netflix,2026-06-01
tt27881494,Telusu Kada,Peru,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt33244550,The Heart Knows,Colombia,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt31189910,Brandy Hellville & the Cult of Fast Fashion,Brazil,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt22048412,MaXXXine,Ecuador,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt30387012,Border 2,Mexico,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt12610390,The Union,Peru,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt32430579,Crime 101,Brazil,Amazon Prime Video,svod,Not An Original,,Amazon,2026-06-01
tt5822536,Paddington in Peru,Mexico,HBO Max,svod,Not An Original,,Sony,2026-06-01
tt6587046,The Boy and the Heron,Ecuador,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt22695402,Hunger,Colombia,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt9603212,Mission: Impossible 7,Brazil,Globoplay,svod,Not An Original,,Independent / Other,2026-06-01
tt26926267,Mother of the Bride,Ecuador,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt21235248,Ghostbusters: Frozen Empire,Peru,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt30217143,Trouble,Peru,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt31852278,Subedaar,Brazil,Amazon Prime Video,svod,Amazon Original,Amazon,Independent / Other,2026-06-01
tt32245043,Inheritance,Peru,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt39131664,Kumail Nanjiani: Night Thoughts,Chile,Disney+,svod,Hulu Original,Hulu,Independent / Other,2026-06-01
tt25406052,Kingdom 3,Brazil,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt18072316,Bade Miyan Chote Miyan,Ecuador,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt14803538,The Extortion,Ecuador,HBO Max,svod,HBO Max Exclusive,HBO Max,Independent / Other,2026-06-01
tt4495098,Gran Turismo,Colombia,Claro Video,svod,Not An Original,,NBCUniversal,2026-06-01
tt24458622,The Six Triple Eight,Colombia,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt12915716,Adipurush,Ecuador,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt7215232,Spellbound,Peru,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt27987046,Uprising,Ecuador,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt23782584,Nr. 24,Peru,Netflix,svod,Netflix Exclusive,Netflix,Netflix,2026-06-01
tt14923260,Chupa,Peru,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt30494321,The Price of Nonna's Inheritance,Brazil,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt31189910,Brandy Hellville & the Cult of Fast Fashion,Colombia,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt26316907,Iraivan,Brazil,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt24807190,Bts: Yet to Come,Ecuador,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt33397980,Office Romance,Ecuador,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt27673536,Mardaani 3,Brazil,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt28152455,Rewind,Brazil,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt14257582,Wolfs,Brazil,Apple TV,svod,Apple TV Original,Apple TV,Independent / Other,2026-06-01
tt17067574,Cold Meat,Brazil,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt18392014,Play Dirty,Mexico,Amazon Prime Video,svod,Amazon Original,Amazon,Independent / Other,2026-06-01
tt28142095,Tere Ishk Mein,Chile,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt31510396,The Bloody Hundredth,Mexico,Apple TV,svod,Apple TV Original,Apple TV,Independent / Other,2026-06-01
tt16431404,Apex,Chile,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt19500164,Nimona,Brazil,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt10462154,The Most Precious of Cargoes,Argentina,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt28690443,Beautiful Rebel,Peru,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt30292390,The Calendar Killer,Argentina,Amazon Prime Video,svod,Amazon Original,Amazon,Independent / Other,2026-06-01
tt14034294,Vanished Into the Night,Ecuador,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt13186306,War of the Worlds,Ecuador,Amazon Other,svod,Not An Original,,Independent / Other,2026-06-01
tt30225680,Hell Camp: Teen Nightmare,Ecuador,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt29274601,Vjeran Tomic: The Spider-Man of Paris,Argentina,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt28097834,The Mission,Mexico,Disney+,svod,Not An Original,,Independent / Other,2026-06-01
tt23219684,Mighty Morphin Power Rangers: Once & Always,Peru,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt27911000,Terrifier 3,Brazil,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt14316486,All Souls,Colombia,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt15944018,Once Upon a Crime,Peru,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt32047217,Delicious,Chile,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt34350086,Buy Now! The Shopping Conspiracy,Argentina,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt32214143,Gabby's Dollhouse: The Movie,Ecuador,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt22695402,Hunger,Chile,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt1517268,Barbie,Ecuador,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt21262240,Mission Raniganj: The Great Bharat Rescue,Argentina,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt23149780,Eden,Ecuador,Amazon Other,svod,Not An Original,,Independent / Other,2026-06-01
tt24169886,The Instigators,Venezuela,Apple TV,svod,Apple TV Original,Apple TV,Independent / Other,2026-06-01
tt21434318,The Underdoggs,Mexico,Amazon Prime Video,svod,Amazon Original,Amazon,Independent / Other,2026-06-01
tt33538438,Maa Behen,Chile,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt33247023,Splitsville,Chile,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt31189868,The Antisocial Network: Memes to Mayhem,Peru,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt20215234,Conclave,Colombia,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt15574270,I Saw the Tv Glow,Peru,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt28239363,Tyler Perry's Duplicity,Brazil,Amazon Prime Video,svod,Amazon Original,Amazon,Independent / Other,2026-06-01
tt34508974,"Silent Night, Deadly Night",Chile,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt38984577,Murder in Monaco,Ecuador,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt21434318,The Underdoggs,Ecuador,Amazon Prime Video,svod,Amazon Original,Amazon,Independent / Other,2026-06-01
tt17526714,The Substance,Argentina,MUBI,svod,Not An Original,,Independent / Other,2026-06-01
tt10160976,The Nun II,Mexico,Claro Video,svod,Not An Original,,NBCUniversal,2026-06-01
tt32944883,Don't Let's Go to the Dogs Tonight,Peru,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt29268110,Smile 2,Mexico,Paramount+,svod,Not An Original,,Independent / Other,2026-06-01
tt18561736,The Great Indian Family,Argentina,Amazon Other,svod,Not An Original,,Independent / Other,2026-06-01
tt1136617,The Killer,Colombia,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt32434379,My Fault: London,Brazil,Amazon Prime Video,svod,Amazon Original,Amazon,Independent / Other,2026-06-01
tt28713370,10 Days of a Curious Man,Brazil,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt7985704,Operation Fortune: Ruse De Guerre,Ecuador,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt28306747,Head to Head,Ecuador,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt15574270,I Saw the Tv Glow,Peru,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt33293169,Mango,Peru,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt13871094,Stamped From the Beginning,Chile,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt13098590,Fear Below,Mexico,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt8008948,Den of Thieves 2: Pantera,Mexico,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
